date,price,open,high,low,vol,change
30-04-2020,93.25,85.95,93.75,85.95,170.65M,0.19
29-04-2020,78.15,77.45,79.30,76.55,40.79M,0.02
28-04-2020,76.95,75.65,78.20,75.20,34.83M,0.02
27-04-2020,75.25,75.90,76.20,74.80,27.84M,0.01
24-04-2020,74.20,75.00,76.90,74.00,40.05M,-0.02
23-04-2020,75.65,76.75,78.65,75.40,50.37M,0
22-04-2020,75.90,74.45,76.55,72.55,56.53M,0.02
21-04-2020,74.65,78.00,78.00,74.00,58.25M,-0.07
20-04-2020,80.45,76.85,83.40,75.50,125.43M,0.05
17-04-2020,76.85,78.30,78.30,74.70,58.34M,0.03
16-04-2020,74.65,71.75,75.40,71.00,47.91M,0.02
15-04-2020,72.90,75.40,78.70,71.95,81.13M,-0.02
13-04-2020,74.25,76.00,77.60,72.70,70.41M,0
09-04-2020,74.60,69.60,76.25,69.10,112.68M,0.1
08-04-2020,67.60,66.50,71.60,65.40,82.18M,0.01
07-04-2020,67.25,68.55,69.30,66.90,42.07M,0.03
03-04-2020,65.30,66.90,66.90,64.80,35.35M,-0.04
01-04-2020,67.95,70.50,71.65,67.55,38.17M,-0.04
31-03-2020,71.05,70.60,71.50,68.20,46.17M,0.04
30-03-2020,68.15,68.80,70.00,67.25,35.28M,-0.04
27-03-2020,70.70,72.05,75.90,69.35,58.82M,0
26-03-2020,70.80,71.45,73.50,68.30,63.82M,0.01
25-03-2020,70.25,67.75,71.70,67.25,57.72M,0.02
24-03-2020,68.55,69.90,71.50,63.50,49.55M,0.04
23-03-2020,66.20,70.00,72.00,66.00,34.18M,-0.14
20-03-2020,77.30,74.00,79.60,72.65,86.04M,0.06
19-03-2020,72.95,70.00,76.50,68.75,68.12M,-0.03
18-03-2020,75.50,79.90,80.45,75.10,70.13M,-0.03
17-03-2020,77.95,83.05,85.00,77.40,71.85M,-0.06
16-03-2020,82.95,85.60,87.65,82.20,73.71M,-0.08
13-03-2020,89.75,81.90,94.15,78.05,106.15M,0.02
12-03-2020,88.00,91.10,94.90,84.10,143.55M,-0.11
11-03-2020,98.90,104.85,106.50,97.80,111.15M,-0.06
09-03-2020,105.70,109.00,109.85,104.25,81.55M,-0.07
06-03-2020,114.20,115.00,117.30,112.80,83.97M,-0.09
05-03-2020,125.75,127.55,129.15,124.25,87.80M,0
04-03-2020,126.20,129.60,129.60,120.55,97.55M,-0.03
03-03-2020,130.35,127.50,131.40,125.25,86.77M,0.04
02-03-2020,125.40,133.00,133.90,123.80,111.59M,-0.03
28-02-2020,128.95,138.85,139.60,127.05,94.47M,-0.11
27-02-2020,145.25,144.15,146.75,141.10,51.33M,0
26-02-2020,144.55,146.90,147.90,143.70,47.61M,-0.04
25-02-2020,149.90,152.20,153.40,147.45,52.72M,-0.01
24-02-2020,150.65,154.00,155.90,149.60,39.71M,-0.05
20-02-2020,158.50,157.95,162.30,156.00,54.33M,0
19-02-2020,158.05,162.85,164.60,153.05,78.91M,-0.02
18-02-2020,161.60,168.00,168.00,158.60,52.74M,-0.04
17-02-2020,169.10,170.40,171.35,166.35,32.89M,0
14-02-2020,169.10,172.00,176.20,168.30,56.68M,0
13-02-2020,169.50,171.35,172.35,168.10,25.05M,-0.01
12-02-2020,170.95,173.00,173.30,169.00,34.62M,0.01
11-02-2020,169.75,171.85,175.15,168.40,42.87M,0.01
10-02-2020,168.90,173.20,173.20,168.00,33.28M,-0.03
07-02-2020,173.60,177.40,178.15,173.00,45.20M,-0.03
06-02-2020,178.85,182.00,183.40,175.75,61.82M,-0.03
05-02-2020,183.75,167.40,184.95,166.60,92.98M,0.11
04-02-2020,165.70,166.55,168.60,161.20,49.03M,0.01
03-02-2020,163.85,163.50,168.30,159.55,66.62M,-0.01
01-02-2020,165.60,175.00,178.70,163.80,42.52M,-0.06
31-01-2020,176.60,186.30,188.35,175.95,75.62M,-0.05
30-01-2020,186.20,190.95,192.55,184.25,70.90M,-0.01
29-01-2020,188.05,178.80,188.90,178.55,61.59M,0.07
28-01-2020,176.10,183.90,184.30,174.90,38.28M,-0.03
27-01-2020,182.20,185.70,186.90,180.85,30.13M,-0.02
24-01-2020,186.50,188.00,191.00,185.00,21.79M,-0.01
23-01-2020,188.40,186.75,190.40,183.80,33.03M,0.02
22-01-2020,185.60,191.95,192.50,184.25,32.95M,-0.03
21-01-2020,191.40,195.50,196.40,190.20,20.86M,-0.02
20-01-2020,195.00,198.00,201.45,194.30,28.98M,-0.01
17-01-2020,197.30,197.25,199.45,195.70,18.20M,0
16-01-2020,197.55,199.50,200.60,196.90,28.12M,-0.01
15-01-2020,200.35,195.00,201.70,194.00,38.49M,0.02
14-01-2020,195.85,195.70,198.25,193.60,29.87M,0
13-01-2020,196.25,194.75,197.75,191.40,40.54M,0
10-01-2020,196.35,192.00,199.00,190.00,60.25M,0.02
09-01-2020,192.00,184.85,192.75,184.25,40.80M,0.05
08-01-2020,182.55,180.20,184.20,180.20,21.86M,-0.01
07-01-2020,184.70,187.00,189.40,182.30,35.00M,-0.01
06-01-2020,185.65,191.00,191.00,185.05,28.62M,-0.03
03-01-2020,191.10,192.90,195.65,189.25,47.57M,-0.01
02-01-2020,193.75,185.00,194.70,184.60,57.29M,0.05
01-01-2020,184.45,185.15,186.70,183.60,25.97M,0
31-12-2019,185.15,184.00,187.90,181.55,52.87M,0.01
30-12-2019,183.70,177.20,184.35,176.30,40.95M,0.04
27-12-2019,176.15,176.00,176.95,174.85,12.10M,0.01
26-12-2019,174.60,175.90,176.45,174.10,18.79M,-0.01
24-12-2019,175.50,177.65,178.00,174.65,20.56M,0
23-12-2019,176.05,176.85,179.00,174.15,27.19M,0
20-12-2019,175.95,180.40,181.70,174.85,48.82M,-0.02
19-12-2019,179.15,174.65,180.20,174.00,53.47M,0.02
18-12-2019,174.80,182.10,184.50,170.45,63.86M,-0.03
17-12-2019,180.20,176.00,181.15,175.35,38.21M,0.03
16-12-2019,174.95,177.00,178.80,173.35,26.25M,-0.01
13-12-2019,176.70,177.25,183.95,175.50,93.02M,0.02
12-12-2019,173.35,163.45,174.90,162.50,66.14M,0.07
11-12-2019,161.80,160.40,163.00,157.40,21.15M,0.01
10-12-2019,159.70,162.15,163.25,159.05,26.26M,-0.01
09-12-2019,160.50,162.00,166.45,159.75,30.92M,-0.01
06-12-2019,161.50,167.00,168.00,160.05,27.73M,-0.03
05-12-2019,166.10,170.35,172.20,165.20,31.79M,-0.02
04-12-2019,169.40,158.50,170.35,157.70,72.08M,0.07
03-12-2019,158.20,162.95,162.95,157.40,21.16M,-0.02
02-12-2019,161.05,160.95,163.00,158.95,19.44M,0
29-11-2019,161.50,164.80,167.75,160.60,20.01M,-0.02
28-11-2019,164.80,165.75,166.30,163.55,16.61M,-0.01
27-11-2019,165.90,165.30,169.30,165.00,29.53M,0.02
26-11-2019,163.40,166.65,167.30,162.55,25.52M,-0.02
25-11-2019,166.10,160.70,166.60,159.90,26.13M,0.02
22-11-2019,162.35,164.90,165.25,160.55,21.20M,-0.01
21-11-2019,164.15,166.95,170.10,163.00,21.61M,-0.02
20-11-2019,167.40,167.75,170.20,166.20,19.50M,0
19-11-2019,167.75,170.80,171.75,167.10,19.60M,-0.01
18-11-2019,170.10,172.10,172.10,169.25,19.05M,0.01
15-11-2019,168.55,169.00,173.40,167.35,29.61M,0.01
14-11-2019,167.05,170.20,170.30,165.50,25.43M,-0.02
13-11-2019,170.60,171.50,176.00,169.40,33.93M,-0.01
11-11-2019,172.00,169.20,172.95,169.05,22.19M,0.02
08-11-2019,169.05,170.75,178.90,167.80,39.10M,-0.01
07-11-2019,171.50,174.70,174.70,167.60,38.63M,-0.02
06-11-2019,174.50,172.00,176.35,170.50,28.92M,0.01
05-11-2019,172.00,173.25,175.75,169.95,36.27M,0
04-11-2019,172.20,171.60,178.45,170.85,40.64M,-0.02
01-11-2019,175.05,175.20,178.00,172.40,40.61M,-0.01
31-10-2019,177.70,169.80,179.65,168.95,81.39M,0.03
30-10-2019,171.90,175.00,175.65,166.55,90.76M,0
29-10-2019,172.45,151.90,175.50,151.20,184.44M,0.17
27-10-2019,147.70,147.70,147.70,147.70,,0.16
25-10-2019,126.85,132.00,133.00,125.70,42.87M,-0.05
24-10-2019,133.50,133.00,135.15,130.50,41.95M,0.01
23-10-2019,132.65,130.45,133.80,127.25,50.29M,0.01
22-10-2019,131.75,133.35,135.60,129.80,53.53M,-0.04
18-10-2019,136.85,139.00,141.80,135.60,64.88M,-0.02
17-10-2019,139.50,127.10,144.35,125.10,67.93M,0.11
16-10-2019,125.85,127.30,128.30,124.50,31.52M,-0.01
15-10-2019,126.95,127.10,128.90,123.70,57.55M,-0.01
14-10-2019,127.85,122.60,130.00,122.50,68.05M,0.05
11-10-2019,121.30,118.05,122.20,117.25,41.03M,0.04
10-10-2019,116.80,119.30,119.70,116.20,31.23M,-0.03
09-10-2019,120.90,118.50,121.70,115.45,44.67M,0.03
07-10-2019,117.50,120.25,120.55,116.35,35.47M,-0.02
04-10-2019,119.65,122.80,123.80,118.80,35.71M,-0.02
03-10-2019,122.40,112.65,123.50,112.65,65.10M,0.06
01-10-2019,115.30,118.00,119.85,113.00,40.23M,-0.02
30-09-2019,117.45,120.65,120.85,116.40,32.16M,-0.02
27-09-2019,119.90,122.00,122.45,118.20,45.88M,-0.04
26-09-2019,124.50,123.90,127.25,122.80,45.87M,0.01
25-09-2019,123.05,129.90,129.90,121.50,47.57M,-0.06
24-09-2019,130.90,128.05,132.20,128.00,41.66M,0.02
23-09-2019,127.90,135.00,138.40,126.50,51.03M,-0.04
20-09-2019,133.25,125.00,137.75,122.60,89.22M,0.07
19-09-2019,124.20,123.50,125.35,121.20,51.01M,0.02
18-09-2019,121.75,123.05,125.90,120.50,53.05M,0
17-09-2019,122.00,129.00,130.50,121.35,47.65M,-0.05
16-09-2019,128.60,128.00,130.30,126.50,40.95M,-0.01
13-09-2019,129.55,129.20,130.95,125.50,69.09M,0.01
12-09-2019,127.95,134.60,135.35,126.70,72.08M,-0.05
11-09-2019,134.35,127.00,135.00,125.30,96.57M,0.1
09-09-2019,121.90,119.00,122.60,117.35,51.30M,0.01
06-09-2019,121.25,118.35,122.30,116.55,67.76M,0.03
05-09-2019,118.05,109.75,119.35,109.50,75.79M,0.08
04-09-2019,109.50,112.00,113.00,106.00,76.32M,-0.03
03-09-2019,112.65,113.05,115.35,111.20,36.91M,-0.03
30-08-2019,116.70,115.60,117.30,112.00,42.25M,0.02
29-08-2019,114.30,116.50,118.50,112.10,48.10M,-0.02
28-08-2019,116.35,120.55,124.00,114.80,74.25M,-0.03
27-08-2019,120.35,112.70,121.40,111.80,70.64M,0.09
26-08-2019,110.55,114.55,115.40,106.80,47.76M,0
23-08-2019,111.05,108.90,111.60,107.65,41.18M,0.03
22-08-2019,107.70,112.00,114.00,106.20,58.61M,-0.04
21-08-2019,112.40,123.00,123.00,109.50,83.51M,-0.09
20-08-2019,123.85,120.00,124.80,119.00,34.81M,0.03
19-08-2019,120.80,121.20,122.60,120.00,23.19M,0
16-08-2019,121.35,119.90,122.45,117.35,35.26M,0
14-08-2019,120.90,122.70,123.80,118.60,30.14M,-0.01
13-08-2019,121.95,123.80,126.30,121.00,35.50M,0
09-08-2019,122.05,124.50,126.50,120.70,39.25M,-0.02
08-08-2019,124.05,118.00,125.00,116.90,35.88M,0.06
07-08-2019,117.40,122.60,123.85,116.50,37.29M,-0.04
06-08-2019,122.50,123.05,126.55,121.75,34.79M,-0.01
05-08-2019,123.75,128.00,128.20,122.30,35.45M,-0.05
02-08-2019,130.70,128.50,133.20,127.00,44.02M,0.01
01-08-2019,129.55,135.50,136.30,127.55,38.99M,-0.04
31-07-2019,135.60,133.50,136.40,132.50,27.02M,0.02
30-07-2019,133.45,138.00,139.70,132.60,35.73M,-0.03
29-07-2019,137.55,146.90,146.90,136.85,38.84M,-0.07
26-07-2019,147.15,138.10,150.15,138.10,83.91M,0.02
25-07-2019,144.30,151.30,152.50,143.75,34.36M,-0.05
24-07-2019,151.25,156.35,157.55,150.50,16.29M,-0.03
23-07-2019,156.20,157.40,159.00,154.80,12.94M,0
22-07-2019,156.75,155.45,159.30,155.25,16.00M,0.01
19-07-2019,154.85,161.45,162.40,153.85,18.95M,-0.04
18-07-2019,160.75,167.25,167.25,160.00,19.06M,-0.04
17-07-2019,167.90,170.00,172.35,166.30,25.24M,-0.01
16-07-2019,170.00,159.80,170.95,159.05,39.03M,0.06
15-07-2019,160.95,159.00,162.60,157.85,19.92M,0.01
12-07-2019,159.30,155.90,162.85,154.00,27.31M,0.02
11-07-2019,156.80,153.00,157.70,150.35,24.10M,0.03
10-07-2019,151.65,156.25,156.25,149.10,31.74M,-0.03
09-07-2019,155.80,154.00,157.15,152.75,16.11M,0.01
08-07-2019,154.55,159.35,159.50,153.50,15.15M,-0.04
05-07-2019,160.20,165.15,166.95,159.50,14.37M,-0.03
04-07-2019,165.20,162.50,167.75,162.00,19.51M,0.02
03-07-2019,162.30,163.75,165.00,161.70,13.61M,-0.01
02-07-2019,163.75,166.80,167.35,161.35,16.90M,-0.03
01-07-2019,168.00,163.70,169.40,163.20,23.99M,0.03
28-06-2019,162.55,165.20,166.75,161.35,15.09M,-0.02
27-06-2019,165.85,161.85,168.00,161.10,26.61M,0.03
26-06-2019,161.10,160.10,162.20,158.75,18.48M,0
25-06-2019,160.45,158.00,161.00,156.85,13.37M,0.01
24-06-2019,159.30,158.70,160.20,156.20,13.19M,0
21-06-2019,158.90,155.00,160.75,154.50,23.30M,0
20-06-2019,159.25,153.45,160.00,152.15,19.25M,0.03
19-06-2019,154.65,160.00,163.75,152.50,25.26M,-0.02
18-06-2019,158.30,159.00,161.00,156.75,14.00M,0
17-06-2019,158.75,163.75,164.15,158.00,14.38M,-0.03
14-06-2019,164.20,167.50,167.50,163.50,10.92M,-0.02
13-06-2019,167.40,166.90,168.90,164.50,15.14M,-0.01
12-06-2019,169.05,170.90,172.20,168.10,12.82M,-0.01
11-06-2019,170.75,166.85,171.90,165.65,20.36M,0.03
10-06-2019,166.20,170.90,172.05,163.55,20.21M,-0.02
07-06-2019,169.50,169.90,171.70,167.25,14.47M,0
06-06-2019,169.70,174.05,175.85,168.85,16.87M,-0.02
04-06-2019,173.25,174.25,177.20,172.40,17.43M,-0.01
03-06-2019,174.50,170.50,175.00,168.40,21.29M,0.01
31-05-2019,172.60,177.80,177.85,170.00,21.49M,-0.01
30-05-2019,175.15,177.50,178.50,173.10,18.08M,-0.01
29-05-2019,176.35,179.85,180.00,175.35,15.22M,-0.02
28-05-2019,180.25,181.35,185.30,179.80,23.27M,-0.01
27-05-2019,181.35,181.75,183.50,179.30,14.77M,-0.01
24-05-2019,182.30,177.00,183.50,175.35,22.49M,0.04
23-05-2019,175.15,182.85,182.85,173.50,22.91M,-0.02
22-05-2019,179.10,177.60,180.40,174.80,25.85M,0.01
21-05-2019,176.80,185.25,186.90,174.05,57.82M,-0.07
20-05-2019,190.15,181.45,192.00,179.25,29.87M,0.08
17-05-2019,176.85,174.95,177.70,170.20,21.58M,0.01
16-05-2019,175.40,176.00,177.55,172.80,30.31M,0.04
15-05-2019,169.45,185.55,185.95,167.40,31.43M,-0.08
14-05-2019,184.50,178.25,186.05,177.80,21.41M,0.02
13-05-2019,180.75,186.20,187.15,179.60,15.37M,-0.03
10-05-2019,185.90,187.00,190.60,184.30,28.91M,0
09-05-2019,186.35,184.30,189.80,182.30,32.84M,0.01
08-05-2019,185.10,190.00,190.90,183.80,28.44M,-0.03
07-05-2019,190.95,201.70,202.85,189.35,30.52M,-0.04
06-05-2019,199.80,204.00,204.50,198.00,30.12M,-0.05
03-05-2019,209.45,205.00,213.65,203.05,37.15M,0.01
02-05-2019,207.30,211.00,212.65,206.50,21.99M,-0.03
30-04-2019,214.30,216.20,218.65,210.30,21.29M,-0.01
26-04-2019,215.60,221.90,221.90,214.00,26.04M,-0.03
25-04-2019,221.85,223.40,225.90,220.25,27.13M,-0.01
24-04-2019,223.60,231.65,232.95,217.60,50.32M,-0.03
23-04-2019,231.65,235.00,235.85,230.25,18.98M,-0.01
22-04-2019,234.85,235.00,239.35,231.70,30.28M,-0.01
18-04-2019,236.25,231.90,239.30,230.60,42.45M,0.02
16-04-2019,230.50,233.80,234.10,225.65,41.65M,-0.01
15-04-2019,231.75,217.15,233.25,217.15,57.28M,0.07
12-04-2019,215.95,218.95,219.00,215.00,21.79M,-0.01
11-04-2019,218.20,216.60,219.20,213.30,41.86M,0.01
10-04-2019,216.05,206.00,217.40,205.60,69.35M,0.05
09-04-2019,205.90,200.00,207.60,198.15,29.61M,0.03
08-04-2019,200.55,206.00,207.40,198.80,23.88M,-0.02
05-04-2019,205.15,208.00,209.50,202.30,32.06M,0
04-04-2019,206.15,201.85,206.90,201.05,41.27M,0.02
03-04-2019,201.35,205.00,208.95,199.20,81.78M,-0.01
02-04-2019,202.95,188.05,204.40,185.30,100.83M,0.08
01-04-2019,187.35,176.35,189.75,176.35,46.39M,0.08
29-03-2019,174.25,171.15,177.05,171.00,17.78M,0.02
28-03-2019,170.55,169.00,171.40,167.55,13.20M,0
27-03-2019,169.85,174.00,175.00,169.15,10.05M,-0.02
26-03-2019,173.10,171.90,173.60,171.60,7.82M,0.01
25-03-2019,171.30,173.70,173.80,170.55,11.86M,-0.02
22-03-2019,175.40,181.95,182.00,174.90,11.51M,-0.03
20-03-2019,180.20,183.00,183.45,179.60,7.54M,-0.01
19-03-2019,182.85,182.00,184.50,180.75,10.32M,0
18-03-2019,182.25,181.00,184.70,179.50,14.69M,0.01
15-03-2019,180.00,180.20,181.40,177.60,17.49M,0
14-03-2019,179.55,181.50,182.45,177.65,15.74M,-0.01
13-03-2019,181.70,184.45,184.90,180.40,9.77M,-0.02
12-03-2019,184.80,184.40,186.00,183.55,18.66M,0.02
11-03-2019,181.85,182.00,184.60,181.05,25.67M,0
08-03-2019,181.20,187.80,187.95,180.00,28.01M,-0.04
07-03-2019,189.30,191.40,193.45,187.80,27.05M,0
06-03-2019,188.80,195.40,195.40,187.75,22.47M,-0.03
05-03-2019,194.05,183.80,198.35,181.40,58.14M,0.08
01-03-2019,180.30,178.65,184.00,177.35,20.54M,0.02
28-02-2019,177.45,180.00,181.55,176.60,18.69M,0
27-02-2019,177.35,183.55,186.10,176.10,19.72M,-0.03
26-02-2019,182.65,173.00,183.45,172.50,31.86M,0.04
25-02-2019,175.75,175.15,177.50,173.50,15.55M,0.01
22-02-2019,174.30,170.00,175.30,167.85,13.01M,0.03
21-02-2019,169.70,165.60,170.60,165.10,14.81M,0.03
20-02-2019,164.80,164.45,166.70,163.75,11.61M,0.01
19-02-2019,163.75,164.00,165.95,161.55,14.53M,0.01
18-02-2019,162.90,162.80,163.45,159.20,13.50M,0.01
15-02-2019,161.65,159.80,162.30,153.15,20.71M,0.01
14-02-2019,159.85,155.95,161.00,153.80,16.35M,0.03
13-02-2019,155.00,152.95,156.65,151.50,15.34M,0.02
12-02-2019,151.80,152.95,154.40,150.60,14.17M,-0.01
11-02-2019,152.65,150.15,153.25,145.85,26.16M,0.01
08-02-2019,150.70,164.60,164.60,129.00,102.26M,-0.18
07-02-2019,182.85,179.00,185.00,178.90,16.15M,0.02
06-02-2019,178.50,176.00,179.45,171.90,10.33M,0.02
05-02-2019,175.80,180.70,181.15,174.70,12.06M,-0.02
04-02-2019,180.25,181.00,183.70,178.20,11.85M,-0.01
01-02-2019,181.65,182.00,185.90,179.55,14.93M,0
31-01-2019,181.20,175.80,183.90,175.80,22.28M,0.04
30-01-2019,174.60,174.30,176.75,173.30,7.76M,0.01
29-01-2019,173.60,172.35,174.90,170.90,6.14M,0.01
28-01-2019,172.30,173.30,175.35,169.40,8.17M,-0.01
25-01-2019,173.25,175.95,178.90,171.95,12.14M,-0.01
24-01-2019,175.40,180.00,180.30,173.70,13.46M,-0.03
23-01-2019,180.25,181.70,182.70,178.55,9.78M,0
22-01-2019,180.85,181.50,181.50,175.95,9.78M,0
21-01-2019,181.50,184.30,184.95,180.65,6.92M,-0.01
18-01-2019,183.30,185.65,185.65,181.30,6.80M,-0.01
17-01-2019,184.90,186.00,187.30,183.40,9.37M,0
16-01-2019,185.45,186.00,187.35,184.05,11.87M,0
15-01-2019,185.35,183.30,185.80,181.25,13.54M,0.02
14-01-2019,182.40,180.30,198.30,177.45,18.94M,0.01
11-01-2019,180.30,186.55,187.75,179.40,25.90M,-0.03
10-01-2019,185.75,183.65,186.85,183.55,16.96M,0.01
09-01-2019,183.05,181.50,183.60,180.20,17.47M,0.02
08-01-2019,179.95,176.10,180.50,176.10,20.13M,0.03
07-01-2019,175.35,173.20,178.20,173.20,21.44M,0.03
04-01-2019,170.95,169.00,171.95,168.50,17.65M,0.03
03-01-2019,166.05,169.00,170.15,165.10,9.32M,-0.01
02-01-2019,168.55,170.60,171.75,168.00,13.41M,-0.03
01-01-2019,173.45,173.50,174.20,171.30,6.72M,0
31-12-2018,172.70,172.45,173.90,171.75,8.51M,0.01
28-12-2018,170.85,169.40,172.20,169.15,8.67M,0.02
27-12-2018,168.25,172.75,173.40,167.70,15.23M,-0.02
26-12-2018,170.90,171.45,172.20,167.60,12.04M,-0.01
24-12-2018,172.50,176.25,177.85,171.50,11.37M,-0.02
21-12-2018,176.25,177.00,180.50,175.15,23.74M,0
20-12-2018,176.40,173.00,177.30,171.75,15.82M,0.01
19-12-2018,173.90,176.50,176.50,172.50,11.54M,0
18-12-2018,174.75,174.00,177.60,173.10,18.02M,0
17-12-2018,173.95,167.25,175.95,167.25,28.53M,0.04
14-12-2018,166.95,166.00,168.40,164.85,10.09M,0
13-12-2018,166.85,166.00,168.00,165.55,12.24M,0.02
12-12-2018,164.10,159.50,167.10,158.00,22.46M,0.04
11-12-2018,158.10,155.00,159.50,154.65,12.09M,0.01
10-12-2018,157.10,159.90,160.50,156.50,13.52M,-0.03
07-12-2018,162.40,162.25,164.20,160.80,13.55M,0
06-12-2018,162.65,168.50,168.70,161.60,15.43M,-0.04
05-12-2018,169.20,173.00,173.00,168.60,14.96M,-0.04
04-12-2018,175.75,177.95,178.75,175.30,11.48M,0
03-12-2018,175.45,173.25,176.45,170.00,14.07M,0.02
30-11-2018,171.95,172.00,174.90,170.35,18.39M,-0.03
29-11-2018,177.25,175.95,179.35,173.45,20.89M,0.02
28-11-2018,174.45,181.00,181.35,174.00,12.50M,-0.03
27-11-2018,180.05,181.70,184.55,178.55,11.64M,-0.01
26-11-2018,181.75,183.90,184.45,177.00,9.87M,0
22-11-2018,182.55,185.50,186.15,181.75,9.14M,-0.01
21-11-2018,184.15,184.40,186.75,183.75,8.10M,0
20-11-2018,183.75,184.05,188.30,183.20,13.11M,0
19-11-2018,184.60,180.60,185.50,179.10,14.52M,0.03
16-11-2018,179.90,180.90,181.85,177.85,10.02M,0
15-11-2018,180.20,178.00,182.70,177.50,18.74M,0.02
14-11-2018,176.80,180.50,183.00,176.25,15.80M,-0.02
13-11-2018,179.50,180.75,183.00,178.35,22.19M,-0.04
12-11-2018,186.05,194.45,194.45,185.20,20.79M,-0.05
09-11-2018,195.25,192.90,200.75,192.00,22.34M,0
07-11-2018,194.85,194.95,195.75,193.35,3.93M,0.01
06-11-2018,193.25,192.45,199.95,191.75,35.34M,0.02
05-11-2018,189.80,191.30,191.30,186.65,14.82M,0
02-11-2018,190.30,180.95,191.85,180.90,29.43M,0.06
01-11-2018,179.45,182.00,186.05,178.20,28.95M,0
31-10-2018,179.10,178.30,180.00,173.45,12.58M,0.01
30-10-2018,177.25,177.00,181.50,176.05,15.60M,0.01
29-10-2018,175.35,169.95,176.50,167.70,14.17M,0.04
26-10-2018,168.50,166.00,172.80,165.90,19.58M,0.02
25-10-2018,165.35,168.95,169.75,164.60,14.88M,-0.03
24-10-2018,170.65,173.90,175.00,169.00,15.42M,0
23-10-2018,170.65,170.00,175.70,169.55,15.59M,0
22-10-2018,170.75,176.40,176.85,170.05,11.72M,-0.02
19-10-2018,174.70,178.95,179.75,174.00,10.47M,-0.03
17-10-2018,179.95,187.60,187.80,179.10,12.00M,-0.03
16-10-2018,185.85,185.20,187.25,184.55,9.70M,0.01
15-10-2018,184.35,186.50,186.50,182.70,11.66M,0
12-10-2018,183.75,185.95,188.40,182.60,18.01M,0
11-10-2018,182.95,180.65,187.75,178.00,19.32M,-0.03
10-10-2018,188.75,186.00,190.95,185.05,35.67M,0.02
09-10-2018,184.35,205.70,206.00,170.30,142.76M,-0.13
08-10-2018,212.35,217.80,218.50,208.10,11.85M,-0.02
05-10-2018,216.25,222.75,226.45,214.75,10.47M,-0.03
04-10-2018,223.25,224.00,230.80,221.75,13.90M,-0.02
03-10-2018,227.60,230.00,232.80,225.80,9.09M,-0.01
01-10-2018,229.35,225.00,230.45,220.00,9.74M,0.03
28-09-2018,223.70,227.90,230.70,219.50,14.20M,-0.01
27-09-2018,225.25,234.80,236.55,223.10,17.43M,-0.03
26-09-2018,233.35,242.30,243.20,229.55,17.81M,-0.03
25-09-2018,240.80,241.00,243.50,235.45,9.03M,0
24-09-2018,240.20,250.20,251.00,239.35,8.89M,-0.04
21-09-2018,250.35,255.05,257.70,228.85,18.55M,-0.01
19-09-2018,252.60,253.55,255.00,251.00,7.85M,0
18-09-2018,251.50,257.75,259.80,250.60,11.55M,-0.03
17-09-2018,260.25,263.35,264.10,259.65,9.46M,-0.02
14-09-2018,266.60,265.00,269.60,263.40,10.71M,0.02
12-09-2018,262.40,268.20,268.20,258.85,14.46M,-0.02
11-09-2018,267.30,277.25,278.85,265.70,13.44M,-0.03
10-09-2018,275.70,276.00,282.00,271.75,21.32M,-0.01
07-09-2018,277.40,269.55,279.90,269.25,26.19M,0.03
06-09-2018,269.95,269.70,272.00,263.85,14.74M,0.01
05-09-2018,266.50,261.00,271.00,255.40,10.08M,0.02
04-09-2018,261.95,270.50,270.80,260.35,14.78M,-0.02
03-09-2018,266.60,271.40,273.00,265.25,14.60M,0
31-08-2018,267.50,259.10,268.25,258.10,12.36M,0.03
30-08-2018,259.35,262.30,263.00,259.00,6.33M,-0.01
29-08-2018,261.70,261.05,263.50,261.00,5.12M,0.01
28-08-2018,260.00,261.70,263.25,259.05,8.51M,0
27-08-2018,258.80,257.00,259.50,256.50,6.13M,0.01
24-08-2018,255.50,257.00,258.65,255.00,8.70M,-0.01
23-08-2018,256.90,269.20,269.20,256.00,18.67M,-0.04
21-08-2018,268.80,271.85,274.70,266.70,19.51M,0
20-08-2018,270.10,261.85,271.85,259.20,25.58M,0.05
17-08-2018,258.25,253.70,260.10,253.00,16.12M,0.03
16-08-2018,251.30,245.80,252.80,245.25,14.15M,0.01
14-08-2018,248.80,248.60,249.85,247.20,9.17M,0
13-08-2018,248.70,249.25,249.70,243.10,13.88M,-0.01
10-08-2018,250.10,257.25,258.65,249.55,14.61M,-0.03
09-08-2018,257.85,256.65,260.40,255.50,7.78M,0.01
08-08-2018,255.15,253.50,258.25,251.85,16.13M,0.01
07-08-2018,251.60,255.20,256.00,250.55,14.49M,-0.01
06-08-2018,254.05,259.95,261.80,252.50,11.37M,-0.02
03-08-2018,258.45,262.15,263.85,257.60,9.04M,-0.01
02-08-2018,260.85,263.45,266.45,258.70,17.42M,-0.02
01-08-2018,265.05,250.00,268.00,250.00,53.28M,0
31-07-2018,264.10,268.95,270.45,262.20,10.03M,-0.01
30-07-2018,267.50,267.75,271.65,266.20,7.80M,0
27-07-2018,268.15,259.10,269.70,258.55,15.28M,0.04
26-07-2018,258.25,260.10,263.00,257.50,8.82M,0
25-07-2018,257.85,260.00,261.70,256.10,6.72M,0
24-07-2018,258.80,258.75,263.75,257.10,9.91M,0
23-07-2018,258.75,254.95,259.50,251.10,8.89M,0.02
20-07-2018,253.40,252.70,254.00,251.00,6.42M,0
