date,price,open,high,low,vol,change
17-05-2021,1440.25,1395.15,1442.6,1381.3,7.56M,0.04
14-05-2021,1386.85,1394.35,1398.9,1382.35,5.30M,-0.01
12-05-2021,1399.5,1399.75,1408.6,1388.85,6.89M,0.00
11-05-2021,1403.55,1396,1424.2,1395.05,7.26M,-0.01
10-05-2021,1419.85,1427,1430,1412.8,5.53M,0.00
07-05-2021,1414.75,1412.95,1424.95,1410.25,6.02M,0.01
06-05-2021,1400.9,1407.6,1410.8,1395,5.74M,0.00
05-05-2021,1402.6,1401,1409.6,1381.7,7.21M,0.01
04-05-2021,1388.35,1409.95,1423,1383.3,10.74M,-0.02
03-05-2021,1414.45,1393,1421.9,1377.3,11.24M,0.00
30-04-2021,1412.3,1445,1453.8,1407.5,17.62M,-0.04
29-04-2021,1472.5,1486.2,1503.65,1461,12.04M,0.00
28-04-2021,1476.8,1436.25,1479,1431,12.05M,0.03
27-04-2021,1438.7,1407.25,1442,1404.8,10.30M,0.02
26-04-2021,1404.8,1413,1429,1402.75,15.09M,-0.01
23-04-2021,1414.15,1409,1434.6,1400.2,11.36M,-0.01
22-04-2021,1422.5,1380,1426.8,1371.05,19.24M,0.02
20-04-2021,1391.4,1425,1426.4,1383.95,11.59M,-0.01
19-04-2021,1412.4,1390,1417.7,1372.3,12.03M,-0.01
16-04-2021,1428.65,1434.95,1445,1423.5,7.80M,0.00
15-04-2021,1430.1,1405,1436.7,1391,17.22M,0.02
13-04-2021,1400.35,1368,1406.45,1361,9.30M,0.02
12-04-2021,1367.05,1393,1399,1353,11.27M,-0.04
09-04-2021,1421.75,1426,1432.8,1415.1,14.08M,-0.01
08-04-2021,1432.8,1453,1460.9,1430.5,8.81M,-0.01
07-04-2021,1447.2,1439.3,1456.7,1421.55,12.54M,0.00
06-04-2021,1440.25,1460,1462.65,1432.65,7.54M,-0.01
05-04-2021,1449.6,1480,1485,1431,8.00M,-0.03
01-04-2021,1486.75,1499.4,1499.4,1465,17.88M,0.00
31-03-2021,1493.65,1548,1548,1488,15.39M,-0.04
30-03-2021,1553.7,1506.65,1562.55,1501.55,12.80M,0.04
26-03-2021,1491.3,1494,1499,1474,6.01M,0.02
25-03-2021,1463.35,1490.2,1495.55,1450.25,11.98M,-0.01
24-03-2021,1478.8,1490.9,1506.45,1471,8.18M,-0.01
23-03-2021,1500.15,1470,1507.45,1469.1,9.88M,0.02
22-03-2021,1469.15,1494.9,1494.9,1460.4,7.01M,-0.02
19-03-2021,1497.5,1485,1511.2,1474.05,10.62M,0.00
18-03-2021,1491,1511.75,1522.05,1481.15,9.03M,0.00
17-03-2021,1495.35,1524.25,1539,1490.2,10.53M,-0.01
16-03-2021,1512.15,1530.9,1540.4,1510,6.86M,-0.01
15-03-2021,1528.65,1548.4,1548.4,1515.3,6.12M,-0.02
12-03-2021,1551.95,1600,1600,1535.05,7.82M,0.00
10-03-2021,1555.75,1572,1575,1552.15,5.53M,0.00
09-03-2021,1562.5,1545,1565.7,1538.25,7.53M,0.03
08-03-2021,1519.5,1542,1555,1512.5,7.56M,-0.01
05-03-2021,1530,1531,1545.6,1521.1,8.72M,-0.01
04-03-2021,1552.05,1548.55,1571,1539.1,8.15M,-0.02
03-03-2021,1586.85,1584,1596,1565,5.61M,0.01
02-03-2021,1568.2,1575.7,1587.5,1551,8.06M,0.01
01-03-2021,1558.9,1564,1572.55,1540.7,6.77M,0.02
26-02-2021,1534.4,1587.05,1588.9,1521,13.96M,-0.04
25-02-2021,1606.4,1609.75,1636.25,1602,10.05M,0.00
24-02-2021,1606.45,1526.5,1613.95,1516.25,7.16M,0.05
23-02-2021,1529.15,1553.75,1557.7,1522.65,9.12M,-0.01
22-02-2021,1548,1545.05,1573.9,1539.45,14.73M,0.01
19-02-2021,1539.1,1545,1564.2,1533,8.57M,-0.01
18-02-2021,1554.3,1605.95,1605.95,1548,7.36M,-0.02
17-02-2021,1586.5,1620,1621.8,1583,6.40M,-0.02
16-02-2021,1626.65,1621.2,1641,1608.45,6.95M,0.01
15-02-2021,1616.6,1600.1,1625,1596.7,5.18M,0.02
12-02-2021,1581.95,1573.9,1592.5,1573,4.96M,0.01
11-02-2021,1572.35,1582,1597.8,1564.2,6.82M,-0.01
10-02-2021,1581.75,1608.35,1614.85,1567,9.89M,-0.02
09-02-2021,1611.85,1610,1628,1586.7,9.21M,0.00
08-02-2021,1605.25,1620,1631.65,1595.7,8.72M,0.00
05-02-2021,1597.6,1548,1618.25,1548,13.53M,0.01
04-02-2021,1579.1,1566,1588,1543.45,12.24M,0.00
03-02-2021,1574.8,1579,1581.7,1542,10.12M,0.01
02-02-2021,1560.55,1501,1578.5,1497.4,21.21M,0.06
01-02-2021,1476.75,1410.25,1482.5,1401,13.19M,0.06
29-01-2021,1390.5,1391.35,1408.75,1364.5,14.35M,0.01
28-01-2021,1371.45,1389.9,1401.3,1342,21.35M,-0.03
27-01-2021,1409.6,1468,1471.9,1406.15,11.78M,-0.04
25-01-2021,1462.85,1465.1,1481,1455.15,10.17M,0.01
22-01-2021,1443.55,1467.9,1467.9,1440.15,7.70M,-0.02
21-01-2021,1474.8,1492,1494.35,1468.15,13.17M,-0.01
20-01-2021,1492,1501,1501,1486,6.67M,-0.01
19-01-2021,1503.85,1491.8,1511.65,1467,8.68M,0.01
18-01-2021,1483.1,1469.9,1502.85,1467,21.41M,0.01
15-01-2021,1466.65,1469.1,1471.65,1445,7.08M,0.00
14-01-2021,1468.75,1471.15,1488,1456,6.15M,0.00
13-01-2021,1470.65,1492.9,1496.9,1462.1,8.47M,-0.01
12-01-2021,1481,1452.45,1487.7,1449.1,10.19M,0.02
11-01-2021,1451.45,1450,1464.9,1436.3,8.67M,0.01
08-01-2021,1431.65,1432,1442,1423.1,6.88M,0.01
07-01-2021,1416.25,1432.5,1432.6,1412.55,9.95M,0.00
06-01-2021,1420.55,1435,1440,1413.1,11.07M,0.00
05-01-2021,1426.7,1419.2,1430.75,1409,7.19M,0.01
04-01-2021,1416,1438,1438,1399,7.87M,-0.01
01-01-2021,1425.05,1440,1443,1420.6,4.41M,-0.01
31-12-2020,1436.3,1435,1444,1425.05,11.07M,0.00
30-12-2020,1432.5,1439.9,1439.9,1413,8.11M,0.00
29-12-2020,1427.2,1421.05,1434.75,1420,7.25M,0.01
28-12-2020,1412.85,1405,1421,1404,5.85M,0.01
24-12-2020,1397.1,1389.4,1404,1377,7.48M,0.02
23-12-2020,1375.65,1367.5,1380.95,1361.05,7.73M,0.00
22-12-2020,1373.1,1384.8,1384.8,1345,11.43M,0.00
21-12-2020,1372.65,1417.5,1423.85,1366.7,11.88M,-0.03
18-12-2020,1411.35,1435,1439.7,1406.3,11.50M,-0.02
17-12-2020,1441.8,1418.6,1445,1404.5,10.96M,0.02
16-12-2020,1410.7,1404,1416.8,1394.5,8.42M,0.01
15-12-2020,1391.3,1380.8,1394.95,1366,10.78M,0.01
14-12-2020,1372.15,1383,1388,1368,8.61M,-0.01
11-12-2020,1382.8,1390.05,1395,1373,10.68M,0.00
10-12-2020,1385.85,1398,1402,1375.75,9.86M,-0.02
09-12-2020,1407.2,1377,1410.05,1375.05,11.03M,0.02
08-12-2020,1376.3,1375,1388.8,1365.15,9.73M,0.00
07-12-2020,1372.25,1375,1379.95,1358.1,12.16M,-0.01
04-12-2020,1385.6,1381,1401.45,1373.3,13.46M,0.01
03-12-2020,1377.2,1429,1432,1374.05,18.97M,-0.02
02-12-2020,1406.95,1431,1431.8,1394.8,8.95M,-0.02
01-12-2020,1433.3,1440.85,1449,1425.5,8.57M,-0.01
27-11-2020,1440.85,1431.8,1446,1415.55,9.00M,0.01
26-11-2020,1426.65,1415,1432,1387,13.97M,0.02
25-11-2020,1402.8,1451.3,1464.4,1397,12.08M,-0.02
24-11-2020,1438.2,1408,1445,1402.05,20.08M,0.03
23-11-2020,1394.6,1415,1423.65,1375.35,12.62M,-0.01
20-11-2020,1403.65,1372.65,1408.4,1365.05,10.20M,0.02
19-11-2020,1374.35,1389.7,1399.45,1368,10.13M,-0.02
18-11-2020,1408.7,1403,1419,1399.05,9.43M,0.00
17-11-2020,1408.45,1385.8,1412.6,1380.6,15.53M,0.04
13-11-2020,1358.8,1368.8,1368.8,1347,11.24M,-0.01
12-11-2020,1371.7,1377.4,1388.55,1360,13.53M,-0.01
11-11-2020,1389.95,1399.9,1414.8,1370.5,18.06M,0.00
10-11-2020,1393.65,1357,1395,1351.55,20.76M,0.04
09-11-2020,1340.55,1315.2,1345.95,1315.2,13.14M,0.03
06-11-2020,1307.65,1266.25,1310,1265.5,17.85M,0.03
05-11-2020,1269.2,1266,1276,1252.35,10.72M,0.01
04-11-2020,1257.4,1252,1264.8,1230,11.70M,0.01
03-11-2020,1247.95,1226.45,1250.75,1225.5,14.08M,0.03
02-11-2020,1215.25,1194.35,1225,1177.5,10.96M,0.03
30-10-2020,1183.55,1182.55,1199.3,1176.35,5.76M,0.00
29-10-2020,1187.2,1200.6,1204.45,1178.5,11.53M,-0.02
28-10-2020,1209.6,1228,1232,1201.5,8.29M,-0.02
27-10-2020,1233.1,1226,1236,1197.85,12.16M,0.02
26-10-2020,1210.9,1229.8,1242,1204.6,9.79M,-0.02
23-10-2020,1235.8,1243.5,1248.45,1231.2,7.93M,0.00
22-10-2020,1233.3,1239.95,1250,1223,10.96M,-0.01
21-10-2020,1246.7,1230.6,1251,1221.7,17.82M,0.02
20-10-2020,1223.95,1207.5,1227.4,1205.9,13.71M,0.02
19-10-2020,1203.55,1235,1235,1192.6,21.18M,0.00
16-10-2020,1199.35,1180,1203.5,1173,12.91M,0.03
15-10-2020,1169.25,1214.2,1217,1164,14.12M,-0.03
14-10-2020,1211.5,1195.55,1214.3,1175.5,11.29M,0.01
13-10-2020,1198.45,1213.4,1222.45,1195,9.18M,-0.01
12-10-2020,1213.65,1231.55,1242.75,1205.6,9.61M,-0.02
09-10-2020,1233.55,1201,1237,1191.65,22.49M,0.04
08-10-2020,1191.8,1180,1203,1163.35,17.53M,0.03
07-10-2020,1162.25,1144.9,1164.85,1137.6,10.62M,0.02
06-10-2020,1144.1,1135.05,1148,1126.2,9.69M,0.03
05-10-2020,1114.35,1112,1132,1111,8.47M,0.01
01-10-2020,1106.95,1090.1,1110,1090.1,10.60M,0.03
30-09-2020,1078.6,1060,1086.9,1052,9.41M,0.02
29-09-2020,1062.55,1058,1069.9,1051,6.32M,0.01
28-09-2020,1054.2,1048.95,1059,1042.65,8.08M,0.01
25-09-2020,1044,1050,1051.95,1025.65,10.16M,0.01
24-09-2020,1030.4,1038,1047,1025,9.90M,-0.02
23-09-2020,1047.25,1046,1055,1034.35,8.04M,0.01
22-09-2020,1035.4,1054.05,1058.15,1029.5,9.31M,-0.01
21-09-2020,1049.3,1055,1071.35,1041.5,9.92M,-0.01
18-09-2020,1057.3,1092,1092.2,1047.2,11.74M,-0.02
17-09-2020,1083.6,1084,1094,1078,9.16M,-0.01
16-09-2020,1093.65,1070.2,1096,1068.35,9.36M,0.02
15-09-2020,1070.5,1068,1076.15,1058.1,8.25M,0.01
14-09-2020,1057.95,1088,1094,1052.35,10.83M,-0.02
11-09-2020,1078.65,1096.45,1104.85,1071,10.40M,-0.01
10-09-2020,1090.55,1103,1104.85,1084,7.59M,-0.01
09-09-2020,1096.5,1101,1110,1091.25,7.86M,-0.01
08-09-2020,1112.45,1114,1118.8,1103,7.31M,0.00
07-09-2020,1110.5,1116.3,1119.5,1099,8.81M,-0.01
04-09-2020,1119.3,1110,1125.4,1104.4,11.83M,-0.01
03-09-2020,1130.9,1137.25,1145.95,1128,9.92M,0.00
02-09-2020,1134.15,1124.1,1139,1120.7,9.88M,0.01
01-09-2020,1127.3,1128,1143.6,1108,14.44M,0.01
31-08-2020,1115.85,1129.5,1148.8,1100.7,19.25M,0.00
28-08-2020,1114.5,1111.95,1125,1095,19.35M,0.00
27-08-2020,1112.1,1125.8,1129.9,1106.25,10.32M,-0.01
26-08-2020,1118.45,1121,1131.75,1109.5,12.60M,0.00
25-08-2020,1119.7,1119,1127,1106.2,13.80M,0.00
24-08-2020,1117.05,1086,1122.95,1085.65,18.39M,0.03
21-08-2020,1085.65,1065.4,1088.8,1064.6,14.46M,0.03
20-08-2020,1059,1054.95,1068.95,1052,9.61M,-0.01
19-08-2020,1066.6,1065,1069.8,1056.25,8.86M,0.01
18-08-2020,1056.5,1028,1061.65,1022,12.02M,0.02
17-08-2020,1032.75,1047,1047,1020.2,9.78M,0.00
14-08-2020,1034.45,1065.9,1065.9,1027.3,10.46M,-0.02
13-08-2020,1059.05,1067.95,1071.35,1056.5,9.95M,0.00
12-08-2020,1063.7,1065,1066,1048,10.33M,0.00
11-08-2020,1066.65,1048.5,1071,1048.5,10.07M,0.02
10-08-2020,1050.65,1044,1064,1043.8,11.09M,0.01
07-08-2020,1043.85,1034.85,1047.2,1020.6,12.42M,0.00
06-08-2020,1040.7,1037,1055,1026.25,16.82M,0.01
05-08-2020,1027.55,1047.95,1055.8,1020,16.61M,-0.01
04-08-2020,1041.65,1008,1061.05,1003,30.15M,0.04
03-08-2020,1002,1025.95,1026.95,993,15.89M,-0.03
31-07-2020,1032.8,1057.7,1057.7,1020.05,18.87M,-0.02
30-07-2020,1050.65,1074,1083.65,1046.7,13.48M,-0.01
29-07-2020,1064.6,1081,1088.5,1055.55,16.80M,-0.02
28-07-2020,1086.65,1079,1094.4,1059.5,17.80M,0.01
27-07-2020,1079.5,1099.85,1103,1075.35,18.99M,-0.04
24-07-2020,1119.1,1122.9,1122.9,1101.25,9.80M,-0.01
23-07-2020,1130.4,1125,1143.9,1116.25,10.07M,0.00
22-07-2020,1126.35,1138.5,1144.5,1117.55,12.36M,-0.01
21-07-2020,1138.55,1152.05,1157.95,1134,23.76M,0.00
20-07-2020,1133.05,1135,1152.9,1124.15,32.56M,0.03
17-07-2020,1098.45,1059.05,1104,1058.3,14.20M,0.03
16-07-2020,1062.55,1053.65,1065.5,1034.1,11.83M,0.01
15-07-2020,1053.15,1070.2,1079,1050.1,10.49M,-0.01
14-07-2020,1058.85,1062.6,1068.9,1050,13.31M,-0.02
13-07-2020,1080.25,1109.9,1113,1071.3,14.96M,-0.02
10-07-2020,1105.1,1117.9,1120,1099.55,8.78M,-0.02
09-07-2020,1124.95,1118,1129.7,1107.25,10.06M,0.01
08-07-2020,1110.35,1107,1124.9,1105,15.03M,0.00
07-07-2020,1105.15,1109.4,1111.7,1093.05,12.18M,0.00
06-07-2020,1103,1107.95,1119.9,1100,17.78M,0.03
03-07-2020,1073.95,1093,1095.8,1070,13.80M,-0.01
02-07-2020,1089.4,1090.3,1111.25,1085.2,18.48M,0.00
01-07-2020,1084.6,1065.85,1096,1061.3,17.42M,0.02
30-06-2020,1065.85,1074,1078.55,1056.3,17.87M,-0.01
29-06-2020,1076.05,1037,1082.6,1037,23.00M,0.02
26-06-2020,1056.45,1041,1063,1028,19.99M,0.03
25-06-2020,1028.75,1021.9,1049,1007,35.32M,0.00
24-06-2020,1032.5,1048.5,1057.5,1030.05,19.71M,-0.01
23-06-2020,1042.3,1039,1045,1016.55,14.42M,0.01
22-06-2020,1028.75,1039.45,1045.95,1023.8,14.85M,0.00
19-06-2020,1033.35,1017.95,1043,1012.15,23.94M,0.01
18-06-2020,1019.95,980,1024.9,972,20.44M,0.04
17-06-2020,979.25,989,998.9,973.25,18.48M,-0.01
16-06-2020,990.4,975,993.95,952,22.70M,0.04
15-06-2020,949.85,968,974,943,16.00M,-0.03
12-06-2020,982.75,928,986.65,928,21.32M,0.01
11-06-2020,968.6,985,988.4,965,15.45M,-0.02
10-06-2020,991.85,990,999.85,978.2,18.25M,0.00
09-06-2020,987.3,1020,1026.75,979.55,30.92M,-0.03
08-06-2020,1015.9,1060,1066.65,1006.4,24.91M,-0.02
05-06-2020,1033.35,1003.1,1042.4,1002.8,17.60M,0.03
04-06-2020,1001.7,1028.05,1038.95,991.1,27.14M,-0.02
03-06-2020,1022.25,1020,1046.25,1015.45,25.27M,0.02
02-06-2020,1001,986.7,1005,975.2,20.81M,0.01
01-06-2020,987.65,975,995,966.1,19.60M,0.04
29-05-2020,951.65,944,955,923.45,26.51M,0.01
28-05-2020,945.25,920,950,913.95,37.74M,0.05
27-05-2020,903.65,859.9,909.8,857.15,28.01M,0.06
26-05-2020,852.4,857,871.75,848.75,19.00M,0.02
22-05-2020,838.85,850,870.3,833.05,21.03M,-0.02
21-05-2020,859.55,861.45,884,852.3,24.24M,0.00
20-05-2020,857.1,836.45,864,832.2,20.01M,0.03
19-05-2020,830.65,860.85,867.3,826.1,23.73M,-0.01
18-05-2020,836.65,888,888,831.3,23.33M,-0.06
15-05-2020,888.15,890.5,892.4,875,12.17M,-0.01
14-05-2020,893.7,898,911,890,19.78M,-0.04
13-05-2020,927.65,951,960,922.1,22.17M,0.03
12-05-2020,901.55,901,909.4,871.1,24.78M,-0.02
11-05-2020,915.8,937,954,914,14.28M,-0.01
08-05-2020,929.05,942,943.95,925.2,10.40M,0.00
07-05-2020,925,940.5,943.3,921.35,10.92M,-0.02
06-05-2020,946.4,919,950,905.65,16.89M,0.04
05-05-2020,911.45,938,944,908.05,14.84M,-0.01
04-05-2020,923,957.5,960,917.5,13.36M,-0.08
30-04-2020,1001.8,1001.4,1019,992.1,21.90M,0.03
29-04-2020,977.1,935,992.7,934.1,27.94M,0.05
28-04-2020,931.4,943.8,943.8,922,14.72M,0.00
27-04-2020,929.7,945.15,957.4,926.3,13.71M,-0.01
24-04-2020,938.05,933,958.4,926,16.64M,-0.02
23-04-2020,954.95,935,958.5,912.55,20.45M,0.03
22-04-2020,928.6,919.15,933,907.3,19.14M,0.01
21-04-2020,921.65,925,934,908,16.59M,-0.02
20-04-2020,944.85,951,960.95,935,33.12M,0.04
17-04-2020,910.3,915,920,887.25,27.94M,0.03
16-04-2020,879.75,865,890.7,856.25,26.93M,0.02
15-04-2020,863.3,930.5,930.5,843,28.99M,-0.04
13-04-2020,895.35,934,946.7,886.2,17.08M,-0.03
09-04-2020,925.05,913,930.9,890,22.23M,0.04
08-04-2020,888.9,879.95,945,866.1,28.11M,-0.01
07-04-2020,896.1,874,907.3,845.35,30.21M,0.10
03-04-2020,813.85,843,844,810,17.50M,-0.02
01-04-2020,829.65,863.85,863.85,820,14.55M,-0.04
31-03-2020,861.9,853.8,873.6,838,17.61M,0.04
30-03-2020,831.65,880,887,828,19.63M,-0.08
27-03-2020,904.45,944.95,988.65,872.1,27.62M,0.00
26-03-2020,901.1,870.1,937.7,841,28.52M,0.05
25-03-2020,856.75,770.45,867.45,755.25,23.61M,0.12
24-03-2020,767.7,795.25,810,738.75,30.53M,-0.01
23-03-2020,771.55,794.6,838.75,765,25.14M,-0.13
20-03-2020,882.85,875,914.6,824.55,44.32M,-0.01
19-03-2020,895.55,847,919.95,795,33.61M,0.02
18-03-2020,876.9,985,993,865,30.59M,-0.10
17-03-2020,975.1,1008,1010,954.7,21.34M,-0.02
16-03-2020,999.5,1035,1037,995,15.99M,-0.07
13-03-2020,1069.8,980.05,1081.45,919.2,33.17M,0.05
12-03-2020,1021.3,1075,1080,1003.45,29.50M,-0.08
11-03-2020,1113.8,1105,1120,1092,17.77M,0.01
09-03-2020,1107.3,1110,1118.4,1065,17.21M,-0.02
06-03-2020,1134.9,1125,1140.9,1101,11.53M,-0.01
05-03-2020,1151.35,1153,1165,1142.75,9.77M,0.00
04-03-2020,1148.85,1178.35,1180,1133.1,17.14M,-0.03
03-03-2020,1181.8,1175,1185.35,1168,11.18M,0.00
02-03-2020,1179.6,1200.2,1201.15,1166.15,7.33M,0.00
28-02-2020,1177.65,1175.5,1185,1170.1,12.16M,-0.02
27-02-2020,1199.45,1195,1202.5,1181,10.33M,0.00
26-02-2020,1199.25,1197.5,1204.7,1185.65,6.91M,0.00
25-02-2020,1200.3,1204,1209,1198,6.94M,-0.01
24-02-2020,1209.95,1208.95,1214.75,1200,8.28M,-0.01
20-02-2020,1217.1,1230,1230,1214.1,5.56M,-0.01
19-02-2020,1227.2,1222.5,1230,1213.9,5.01M,0.01
18-02-2020,1213.25,1216.9,1218.5,1203.5,5.26M,0.00
17-02-2020,1217.15,1225,1233,1214.45,5.08M,0.00
14-02-2020,1219.35,1243.2,1248.4,1215,7.34M,-0.02
13-02-2020,1241.4,1259.9,1259.9,1233.6,4.56M,-0.01
12-02-2020,1249,1245.2,1252.9,1244.05,3.15M,0.01
11-02-2020,1240.6,1243.3,1255,1238.05,5.81M,0.00
10-02-2020,1240.3,1242.95,1242.95,1226.05,4.61M,0.00
07-02-2020,1242.2,1246,1247,1231.6,3.41M,0.00
06-02-2020,1239.8,1244.65,1248.7,1237.2,5.91M,0.00
05-02-2020,1244.65,1234.9,1248,1227.3,9.01M,0.01
04-02-2020,1229.8,1198,1234,1198,10.45M,0.03
03-02-2020,1192.8,1197,1197.95,1177.7,6.54M,0.00
01-02-2020,1198.7,1220.25,1227.6,1191.45,4.91M,-0.02
31-01-2020,1226.3,1231.45,1237.8,1220.25,5.59M,0.00
30-01-2020,1226.05,1238.95,1238.95,1217.2,6.06M,-0.01
29-01-2020,1235.85,1225.3,1242,1222.25,6.89M,0.01
28-01-2020,1223.2,1218.8,1227.8,1213.25,6.71M,0.01
27-01-2020,1213.2,1235,1235,1211.75,9.44M,-0.03
24-01-2020,1244.55,1246,1254,1239.1,5.92M,0.00
23-01-2020,1244.85,1240,1246.85,1231,5.75M,0.00
22-01-2020,1240.85,1248.05,1255,1234.4,9.18M,0.00
21-01-2020,1244.35,1250,1250,1238.4,7.49M,-0.01
20-01-2020,1254.9,1304.85,1304.85,1252.5,11.09M,-0.02
17-01-2020,1278.15,1281.75,1284.9,1271.9,8.46M,-0.01
16-01-2020,1287.65,1282.05,1291,1279.35,3.58M,0.00
15-01-2020,1284.25,1286.4,1287.95,1274.1,5.89M,0.00
14-01-2020,1289.5,1289,1292.55,1277.5,3.94M,0.00
13-01-2020,1286,1282.7,1296.5,1276,3.73M,0.00
10-01-2020,1282.7,1284.1,1286.9,1275.1,4.61M,0.01
09-01-2020,1271.4,1265,1275.8,1263.1,4.77M,0.01
08-01-2020,1257.3,1246.95,1262.15,1240.05,5.67M,0.00
07-01-2020,1260.6,1258.9,1271.45,1252.25,7.36M,0.02
06-01-2020,1240.95,1260,1261.8,1236,5.45M,-0.02
03-01-2020,1268.4,1282.2,1285,1263.6,5.43M,-0.01
02-01-2020,1286.75,1279,1288,1279,3.07M,0.01
01-01-2020,1278.6,1276.1,1280,1270.6,1.84M,0.01
31-12-2019,1272.1,1281.95,1281.95,1268.65,4.18M,-0.01
30-12-2019,1282.15,1282,1288.75,1274.05,4.67M,0.01
27-12-2019,1275,1272,1279,1270,3.55M,0.00
26-12-2019,1270.45,1289.7,1291.85,1264.65,7.47M,-0.01
24-12-2019,1289.15,1298.6,1301.1,1286.95,3.59M,-0.01
23-12-2019,1302.4,1299,1304,1288.8,5.10M,0.00
20-12-2019,1296.7,1288.75,1299.6,1280.05,7.51M,0.01
19-12-2019,1288.8,1305,1305.5,1286.1,6.51M,0.00
18-12-2019,1292.35,1283,1299,1273.65,8.72M,0.02
17-12-2019,1271.1,1260,1274.8,1255.35,6.21M,0.01
16-12-2019,1257.35,1269.25,1270,1248.2,5.66M,-0.01
13-12-2019,1263.85,1265,1272.35,1259.25,5.89M,0.00
12-12-2019,1263.6,1253,1269.45,1253,6.46M,0.01
11-12-2019,1248.75,1250.1,1254,1242.5,5.53M,0.00
10-12-2019,1249.5,1251,1253.65,1245.1,4.89M,0.01
09-12-2019,1242.95,1249.5,1249.85,1237.55,4.13M,0.00
06-12-2019,1246.05,1248.95,1260,1238.2,6.89M,0.00
05-12-2019,1245.6,1255.6,1258.75,1240.75,6.39M,0.00
04-12-2019,1251.65,1252.5,1256.9,1234.2,5.70M,0.00
03-12-2019,1255.4,1268.2,1269,1253.8,3.50M,-0.01
02-12-2019,1265.75,1273.95,1273.95,1258.6,4.47M,-0.01
29-11-2019,1274.95,1267.7,1279.9,1252,7.78M,0.01
28-11-2019,1265.3,1280.2,1283.05,1262,6.18M,-0.01
27-11-2019,1278.4,1276,1285.75,1271.2,4.79M,0.00
26-11-2019,1275.05,1278.45,1279.75,1266.95,4.36M,0.00
25-11-2019,1271.1,1264.15,1279.5,1264.15,3.95M,0.01
22-11-2019,1264.75,1283.65,1283.65,1262,3.84M,-0.01
21-11-2019,1283.35,1270.25,1287,1268.35,6.01M,0.01
20-11-2019,1273.35,1273,1282.95,1267,5.53M,0.00
19-11-2019,1271.9,1265.3,1275,1261.1,5.29M,0.01
18-11-2019,1262.05,1277,1279.45,1258.7,4.57M,-0.01
15-11-2019,1277.9,1283.85,1285,1271.1,4.64M,0.00
14-11-2019,1273.9,1263.8,1277,1257.2,5.53M,0.01
13-11-2019,1257.55,1261.95,1270,1253.6,4.65M,-0.01
11-11-2019,1264.75,1252.55,1268.5,1250.5,7.14M,0.01
08-11-2019,1255.6,1259,1267,1251.45,6.63M,-0.01
07-11-2019,1263.7,1261,1269.7,1250,8.48M,0.01
06-11-2019,1256.65,1242.45,1259,1228.05,6.07M,0.01
05-11-2019,1239.5,1241,1244.8,1229.05,6.18M,0.00
04-11-2019,1236.85,1246.45,1250,1229.05,4.97M,0.00
01-11-2019,1240.05,1239,1243.75,1227.6,5.76M,0.01
31-10-2019,1230.35,1257.7,1263.9,1227.1,6.61M,-0.01
30-10-2019,1248.35,1246.9,1262.7,1243,6.01M,0.00
29-10-2019,1242.5,1238,1257.35,1237.7,7.12M,0.00
27-10-2019,1237.7,1239.95,1241.9,1235,875.43K,0.01
25-10-2019,1229,1240,1246.85,1220,6.50M,-0.01
24-10-2019,1236.1,1248,1254.15,1226.35,6.55M,0.00
23-10-2019,1241.6,1246.85,1249.75,1233,5.10M,0.00
22-10-2019,1239.3,1257,1257,1232.6,10.00M,0.01
18-10-2019,1229,1225.45,1233.85,1220.35,5.62M,0.01
17-10-2019,1220,1227.5,1229.85,1213.1,6.12M,0.00
16-10-2019,1221.1,1231.65,1235,1210.1,5.29M,0.00
15-10-2019,1223.05,1207,1225,1206.85,4.20M,0.02
14-10-2019,1204.4,1209,1219.9,1197.4,6.13M,0.00
11-10-2019,1198.8,1213.4,1224,1188.95,8.59M,0.00
10-10-2019,1200.55,1221.8,1225.95,1197.2,5.78M,-0.02
09-10-2019,1228.15,1197.1,1229.9,1190,8.71M,0.03
07-10-2019,1186.9,1201.2,1219.85,1181.15,11.26M,0.00
04-10-2019,1189.7,1236.65,1239.6,1185.3,9.20M,-0.03
03-10-2019,1223.55,1239.95,1243.8,1216.35,8.15M,-0.02
01-10-2019,1248.8,1231.5,1255,1221.1,9.38M,0.02
30-09-2019,1227.45,1228.8,1240,1216.5,9.11M,-0.01
27-09-2019,1244.2,1248.25,1253.5,1237.6,7.44M,0.00
26-09-2019,1242.5,1239.8,1275,1236.35,15.34M,0.00
25-09-2019,1239.7,1249.9,1249.9,1230.1,7.80M,-0.01
24-09-2019,1253.8,1250,1261.95,1227.55,11.69M,0.00
23-09-2019,1257.25,1259.55,1282.7,1229,20.96M,0.05
20-09-2019,1199.6,1108,1209.9,1105.4,23.08M,0.09
19-09-2019,1101.05,1099.9,1107.05,1084,5.31M,0.01
18-09-2019,1093.88,1108.65,1112.08,1090,6.48M,-0.01
17-09-2019,1105.67,1123.95,1124.25,1099.05,5.33M,-0.01
16-09-2019,1122.08,1125.95,1131.33,1120.5,5.52M,-0.01
13-09-2019,1128.72,1125.5,1133.72,1119,7.69M,-0.01
12-09-2019,1135.42,1125.35,1144.4,1124.08,9.07M,0.01
11-09-2019,1125.65,1137,1137,1120.58,7.60M,0.00
09-09-2019,1124.8,1123,1130.45,1108.05,5.32M,0.00
